gtdb_species_clade_id	GTDB_taxonomy	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	no_genomes	no_core	no_aux_genome	no_gene_clusters	phb_status	phb_genes_str	phaC_is_core	phaC_is_aux	has_phaC	has_complete_pathway
s__UBA956_sp002293145--GB_GCA_002293145.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA956	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	UBA956	4	1521	2308	3829	absent				0	0
s__Pseudomonas_E_daroniae--RS_GCF_004327285.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	4	4420	1098	5518	complete	phaA,phaC,phaP	True	False	1	1
s__Hungatella_B_pullicola--GB_GCA_019114305.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_B	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella_B	4	2308	1152	3460	absent				0	0
s__Anaerotardibacter_sp000431675--GB_GCA_900542065.1	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	4	1354	923	2277	absent				0	0
s__Streptococcus_vicugnae--RS_GCF_016461705.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	4	855	1797	2652	precursors_only	phaA			0	0
s__SKTA01_sp007122745--GB_GCA_007122745.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA7960;g__SKTA01	Bacteroidota	Bacteroidia	Bacteroidales	UBA7960	SKTA01	4	737	2283	3020	precursors_only	phaA			0	0
s__MGIIb-N2_sp002713585--GB_GCA_002713585.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-N2	4	805	1331	2136	precursors_only	phaA			0	0
s__Duodenibacillus_sp900542805--GB_GCA_900542805.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Duodenibacillus	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_A	Duodenibacillus	3	1102	859	1961	absent				0	0
s__Cryptobacteroides_sp900313275--GB_GCA_900313275.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	3	1372	3251	4623	absent				0	0
s__Rhodococcus_wratislaviensis--RS_GCF_900455735.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Rhodococcus	4	6150	5825	11975	complete	phaA,phaB,phaC	True	True	1	1
s__Mycobacterium_nebraskense--RS_GCF_002102255.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	4	4259	4261	8520	complete	phaA,phaB,phaC	True	False	1	1
s__Novosphingobium_resinovorum--RS_GCF_001742225.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	4	3481	7321	10802	complete	phaA,phaB,phaC,phaP,phaZ	True	True	1	1
s__SFDP01_sp004558185--GB_GCA_004558185.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SFDP01	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	SFDP01	4	1744	2513	4257	precursors_only	phaA			0	0
s__Ureibacillus_thermosphaericus--RS_GCF_012396605.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Ureibacillus	Bacillota	Bacilli	Bacillales	Planococcaceae	Ureibacillus	4	2398	1355	3753	complete	phaA,phaB,phaC	True	False	1	1
s__Bifidobacterium_gallicum--RS_GCF_000741205.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	3	1506	124	1630	absent				0	0
s__Limivivens_sp905214955--GB_GCA_905214955.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Limivivens	4	1983	1643	3626	absent				0	0
s__GWF2-33-38_sp001769505--GB_GCA_001769505.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-33-38;g__GWF2-33-38	Bacteroidota	Bacteroidia	Bacteroidales	GWF2-33-38	GWF2-33-38	4	1360	2600	3960	absent				0	0
s__Telluria_sp014841595--GB_GCA_014841595.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Telluria	4	4069	1114	5183	complete	phaA,phaB,phaC,phaZ	True	False	1	1
s__Janibacter_hoylei--RS_GCF_000297495.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Janibacter	Actinomycetota	Actinomycetia	Actinomycetales	Dermatophilaceae	Janibacter	4	2155	2045	4200	precursors_only	phaA			0	0
s__CAG-353_sp945867875--GB_GCA_945867875.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-353	3	1350	2505	3855	absent				0	0
s__Haladaptatus_paucihalophilus--RS_GCF_000376445.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Haladaptatus	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Haladaptatus	4	3191	3565	6756	complete	phaA,phaC	False	True	1	1
s__Thiobacillus_sp002256995--GB_GCA_002256995.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	Thiobacillus	4	1622	3369	4991	absent				0	0
s__Avispirillum_sp900555345--GB_GCA_900555345.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Avispirillum	Bacillota_A	Clostridia	Oscillospirales	CAG-272	Avispirillum	4	715	2465	3180	absent				0	0
s__Chryseobacterium_bernardetii_B--RS_GCF_014218825.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	4	3580	1748	5328	precursors_only	phaA,phaB			0	0
s__Bulleidia_sp015256455--GB_GCA_015256455.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	4	1042	1565	2607	absent				0	0
s__RUG472_sp902801845--GB_GCA_902801845.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__RUG472	Bacillota_A	Clostridia	Christensenellales	CAG-138	RUG472	4	872	2646	3518	precursors_only	phaA			0	0
s__Streptococcus_oralis_Y--RS_GCF_000287715.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	4	1420	1405	2825	precursors_only	phaA			0	0
s__Caballeronia_glathei--RS_GCF_000698595.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	4	6409	3765	10174	complete	phaA,phaB,phaC,phaP,phaZ	True	True	1	1
s__Paenibacillus_kribbensis--RS_GCF_002240415.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	4	3726	4138	7864	precursors_only	phaA,phaP			0	0
s__Roseinatronobacter_bogoriensis--RS_GCF_004366635.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseinatronobacter	4	3635	162	3797	complete	phaA,phaB,phaC,phaZ	True	False	1	1
s__AAA044-D11_sp903919375--GB_GCA_903919375.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__AAA044-D11	Actinomycetota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	AAA044-D11	4	551	1834	2385	precursors_only	phaA,phaP			0	0
s__Borkfalkia_sp904374385--GB_GCA_904374385.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	4	944	2068	3012	absent				0	0
s__CAIXIX01_sp903859705--GB_GCA_903859705.1	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__CAIXIX01	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	CAIXIX01	4	4391	1789	6180	accessory_only	phaP			0	0
s__Lachnospira_multipara--RS_GCF_000424105.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	4	934	2614	3548	absent				0	0
s__Sphingomonas_sp003075315--GB_GCA_003075315.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	4	2358	2489	4847	complete	phaA,phaB,phaC,phaP,phaZ	True	True	1	1
s__Dokdonella_sp016707485--GB_GCA_016707485.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	4	2064	2620	4684	complete	phaA,phaB,phaC,phaP,phaZ	False	True	1	1
s__Amycolatopsis_lurida--RS_GCF_900105055.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis	Actinomycetota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Amycolatopsis	4	6418	4903	11321	complete	phaA,phaC,phaP	True	False	1	1
s__JABCPH02_sp013333235--RS_GCF_018128245.1	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__JABCPH02	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	JABCPH02	4	855	3436	4291	synthase_only	phaC	False	True	1	0
s__Pontimonas_sp017857245--GB_GCA_017857245.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Pontimonas	4	875	1039	1914	precursors_only	phaA			0	0
s__Thermococcus_A_sp003663525--GB_GCA_003663525.1	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_A	4	944	2390	3334	precursors_only	phaA			0	0
s__JABJES01_sp018663165--GB_GCA_018663165.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA11136;f__UBA11136;g__JABJES01	Pseudomonadota	Alphaproteobacteria	UBA11136	UBA11136	JABJES01	4	843	3070	3913	complete	phaA,phaB,phaC	False	True	1	1
s__PXDC01_sp003558065--GB_GCA_003558065.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__T3Sed10-336;g__PXDC01	Verrucomicrobiota	Verrucomicrobiae	Opitutales	T3Sed10-336	PXDC01	4	2760	1908	4668	absent				0	0
s__Caccousia_sp900752115--GB_GCA_900752115.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Caccousia	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Caccousia	4	1034	3599	4633	precursors_only	phaA			0	0
s__UBA2202_sp002327905--GB_GCA_002327905.1	d__Bacteria;p__WOR-3;c__32-111;o__32-111;f__32-111;g__UBA2202	WOR-3	32-111	32-111	32-111	UBA2202	4	878	1814	2692	absent				0	0
s__PFJX01_sp009772925--GB_GCA_009772925.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__PFJX01	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	PFJX01	4	2705	921	3626	complete	phaA,phaB,phaC	True	False	1	1
s__Prevotella_sp022486815--GB_GCA_022486815.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	4	1266	2334	3600	absent				0	0
s__CAG-196_sp900321205--GB_GCA_900321205.1	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-196	3	1334	1545	2879	absent				0	0
s__AC-51_sp005885035--GB_GCA_005885035.1	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51	Actinomycetota	UBA4738	UBA4738	HRBIN12	AC-51	4	1216	3448	4664	precursors_only	phaA			0	0
s__Ga0077530_sp900117415--RS_GCF_900117415.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Ga0077530	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Ga0077530	4	1464	8155	9619	complete	phaA,phaB,phaC,phaZ	True	False	1	1
s__Lawsonibacter_sp900550705--GB_GCA_900550705.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	4	853	1540	2393	precursors_only	phaA			0	0
s__JAGRBY01_sp020634855--GB_GCA_020634855.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__J111;g__JAGRBY01	Chloroflexota	Anaerolineae	4572-78	J111	JAGRBY01	4	2031	12039	14070	complete	phaA,phaC,phaP	False	True	1	1
s__JAGNDO01_sp018003515--GB_GCA_018003515.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAGNDO01	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	JAGNDO01	4	3799	1946	5745	precursors_only	phaA			0	0
s__Paenibacillus_A_timonensis_A--RS_GCF_009725205.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_A	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_A	3	3861	1554	5415	absent				0	0
s__Rhodococcus_triatomae--RS_GCF_014217785.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Rhodococcus	4	4331	189	4520	complete	phaA,phaC	True	False	1	1
s__Pacificitalea_manganoxidans--RS_GCF_002504165.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pacificitalea	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pacificitalea	4	2255	2459	4714	complete	phaA,phaB,phaC,phaZ	True	False	1	1
s__Methanothermobacter_wolfei--GB_GCA_900095815.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae;g__Methanothermobacter	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanothermobacteraceae	Methanothermobacter	4	1299	1027	2326	precursors_only	phaA			0	0
s__Nocardiopsis_sinuspersici--GB_GCA_008638415.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis	Actinomycetota	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Nocardiopsis	4	4579	1573	6152	precursors_only	phaA			0	0
s__Pelethomonas_sp910588365--GB_GCA_910588365.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Pelethomonas	4	1171	2587	3758	absent				0	0
s__SLNP01_sp007132995--GB_GCA_007132995.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SLNP01	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	SLNP01	4	1400	1479	2879	precursors_only	phaA			0	0
s__Paralachnospira_caecorum--GB_GCA_904379015.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Paralachnospira	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Paralachnospira	4	1806	1125	2931	precursors_only	phaA			0	0
s__Rhizobium_lentis_A--RS_GCF_014200175.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	4	5612	779	6391	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__UBA2991_sp009841435--GB_GCA_009841435.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__UBA2991	Chloroflexota	Dehalococcoidia	Tepidiformales	Tepidiformaceae	UBA2991	4	1002	3207	4209	complete	phaA,phaB,phaC	True	False	1	1
s__XYC2-FULL-41-22_sp001788795--GB_GCA_001788795.1	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__UBA12470;g__XYC2-FULL-41-22	Patescibacteria	Gracilibacteria	UBA1369	UBA12470	XYC2-FULL-41-22	4	657	1046	1703	absent				0	0
s__Roseburia_sp001940165--RS_GCF_001940165.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	4	1878	2305	4183	precursors_only	phaA			0	0
s__Azonexus_sp018828385--GB_GCA_018828385.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	2	3980	99	4079	complete	phaA,phaB,phaC	True	False	1	1
s__Bilifractor_sp002371335--GB_GCA_002371335.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bilifractor	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Bilifractor	4	695	3438	4133	precursors_only	phaA			0	0
s__Enterococcus_C_songbeiensis--RS_GCF_005405265.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_C	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_C	3	1822	1540	3362	precursors_only	phaA,phaP			0	0
s__Leptotrichia_trevisanii--RS_GCF_000482505.1	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	4	1817	1819	3636	absent				0	0
s__OLB10_sp016699635--GB_GCA_016699635.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__OLB10	Bacteroidota	Bacteroidia	AKYH767-A	OLB10	OLB10	4	1746	2850	4596	precursors_only	phaA,phaB			0	0
s__RFTU01_sp009923315--GB_GCA_009923315.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__RFTU01	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	RFTU01	4	1347	3048	4395	complete	phaA,phaB,phaC,phaZ	False	True	1	1
s__Streptomyces_coeruleorubidus--RS_GCF_008705135.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	4	5392	6878	12270	precursors_only	phaA,phaB,phaP			0	0
s__XYC2-FULL-46-14_sp001771585--GB_GCA_001771585.1	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__XYC2-FULL-46-14;f__XYC2-FULL-46-14;g__XYC2-FULL-46-14	Margulisbacteria	WOR-1	XYC2-FULL-46-14	XYC2-FULL-46-14	XYC2-FULL-46-14	4	1642	115	1757	absent				0	0
s__RXIV01_sp903879705--GB_GCA_903879705.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__RXIV01	Pseudomonadota	Gammaproteobacteria	Competibacterales	Competibacteraceae	RXIV01	4	1604	3113	4717	complete	phaA,phaB,phaC	True	True	1	1
s__CAG-115_sp900768125--GB_GCA_900768125.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	4	1074	3350	4424	absent				0	0
s__Blautia_A_sp900547615--GB_GCA_900547615.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	4	1565	3094	4659	absent				0	0
s__Nostoc_B_sp014698045--RS_GCF_014698045.1	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc_B	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nostoc_B	4	5193	4568	9761	accessory_only	phaP			0	0
s__Rummeliibacillus_sp003576525--RS_GCF_003576525.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Rummeliibacillus	Bacillota	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	4	2564	2679	5243	complete	phaA,phaB,phaC,phaP	True	False	1	1
s__Streptomyces_filamentosus--RS_GCF_014654895.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	4	5231	4607	9838	precursors_only	phaA,phaP			0	0
s__Clostridium_H_thermopalmarium--RS_GCF_002995795.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_H	4	2162	936	3098	precursors_only	phaA			0	0
s__UBA3402_sp910588865--GB_GCA_910588865.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3402	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3402	4	2576	2568	5144	absent				0	0
s__Lentilactobacillus_otakiensis--RS_GCF_001434145.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lentilactobacillus	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	4	1458	2537	3995	precursors_only	phaA,phaP			0	0
s__Neorhizobium_sp023006505--RS_GCF_023006505.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	4	4769	3673	8442	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__Prevotella_sp000433175--GB_GCA_000433175.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	4	1033	2492	3525	absent				0	0
s__2-02-FULL-39-32_sp001800135--GB_GCA_001800135.1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__2-02-FULL-39-32;f__2-02-FULL-39-32;g__2-02-FULL-39-32	Elusimicrobiota	Elusimicrobia	2-02-FULL-39-32	2-02-FULL-39-32	2-02-FULL-39-32	4	1214	1120	2334	absent				0	0
s__Haloarcula_taiwanensis--RS_GCF_002844335.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	4	3283	3250	6533	complete	phaA,phaC	True	False	1	1
s__UBA1765_sp017631885--GB_GCA_017631885.1	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__UBA1765	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	UBA1765	3	1457	1177	2634	absent				0	0
s__Acetobacter_okinawensis--RS_GCF_000613865.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	4	1711	4110	5821	accessory_only	phaP			0	0
