orgId	locusId	min_rank	max_rank	mean_rank	rank_range	n_configs_top50	n_configs_top100	in_top50_all	in_top100_all	original	equal	neighbor_dominant	conservation_dominant	drop_tractability	drop_neighbor
azobra	AZOBR_RS25650	2015	4357	3047.8333333333335	2342	0	0	False	False	3050	3119	2015	2979	2767	4357
Burk376	H281DRAFT_00304	2015	4357	3047.8333333333335	2342	0	0	False	False	3050	3119	2015	2979	2767	4357
Miya	8502398	2015	4357	3047.8333333333335	2342	0	0	False	False	3050	3119	2015	2979	2767	4357
SyringaeB728a_mexBdelta	Psyr_3750	1761	3058	2754.6666666666665	1297	0	0	False	False	3050	2923	3058	1761	2778	2958
Miya	8499598	2015	4357	3047.8333333333335	2342	0	0	False	False	3050	3119	2015	2979	2767	4357
Miya	8500695	2015	4357	3047.8333333333335	2342	0	0	False	False	3050	3119	2015	2979	2767	4357
Keio	15129	2321	4822	3236.1666666666665	2501	0	0	False	False	3050	2781	3837	2606	4822	2321
PV4	5209493	2778	3347	3050.1666666666665	569	0	0	False	False	3071	3347	3075	2814	2778	3216
PV4	5209134	2778	3347	3050.1666666666665	569	0	0	False	False	3071	3347	3075	2814	2778	3216
azobra	AZOBR_RS18095	2778	3361	3111.0	583	0	0	False	False	3071	3361	3086	3154	2778	3216
RalstoniaBSBF1503	RALBFv3_RS01365	2778	3347	3050.1666666666665	569	0	0	False	False	3071	3347	3075	2814	2778	3216
PV4	5208651	2778	3347	3050.1666666666665	569	0	0	False	False	3071	3347	3075	2814	2778	3216
BFirm	BPHYT_RS00575	2321	3841	3076.3333333333335	1520	0	0	False	False	3071	2787	3841	3660	2778	2321
pseudo6_N2E2	Pf6N2E2_4017	2778	3347	3050.1666666666665	569	0	0	False	False	3071	3347	3075	2814	2778	3216
RalstoniaPSI07	RPSI07_RS23255	2778	3347	3050.1666666666665	569	0	0	False	False	3071	3347	3075	2814	2778	3216
RalstoniaUW163	UW163_RS14675	2778	3347	3050.1666666666665	569	0	0	False	False	3071	3347	3075	2814	2778	3216
Btheta	353258	2398	4302	3363.8333333333335	1904	0	0	False	False	3071	3461	2398	4173	2778	4302
SynE	Synpcc7942_2611	2793	3788	3099.0	995	0	0	False	False	3081	2962	2818	3788	2793	3152
RalstoniaUW163	UW163_RS23465	2794	3345	3063.1666666666665	551	0	0	False	False	3082	3345	3205	2808	2794	3145
HerbieS	HSERO_RS13430	2723	3795	3119.8333333333335	1072	0	0	False	False	3083	2981	2723	3795	2794	3343
DvH	206989	3083	3467	3225.8333333333335	384	0	0	False	False	3083	3337	3202	3144	3467	3122
SynE	Synpcc7942_0121	2723	3795	3119.8333333333335	1072	0	0	False	False	3083	2981	2723	3795	2794	3343
Smeli	SMa1028	2819	4007	3443.5	1188	0	0	False	False	3083	3272	3673	4007	3807	2819
BFirm	BPHYT_RS29775	2631	3489	2938.3333333333335	858	0	0	False	False	3083	2851	3489	2782	2794	2631
Korea	Ga0059261_3152	2723	3795	3119.8333333333335	1072	0	0	False	False	3083	2981	2723	3795	2794	3343
Korea	Ga0059261_3176	2723	3795	3119.8333333333335	1072	0	0	False	False	3083	2981	2723	3795	2794	3343
acidovorax_3H11	Ac3H11_1310	2723	3795	3119.8333333333335	1072	0	0	False	False	3083	2981	2723	3795	2794	3343
Methanococcus_S2	MMP_RS08550	2631	3489	2938.3333333333335	858	0	0	False	False	3083	2851	3489	2782	2794	2631
SynE	Synpcc7942_2044	2723	3795	3119.8333333333335	1072	0	0	False	False	3083	2981	2723	3795	2794	3343
BFirm	BPHYT_RS26615	2631	3489	2938.3333333333335	858	0	0	False	False	3083	2851	3489	2782	2794	2631
Dino	3610247	2723	3795	3119.8333333333335	1072	0	0	False	False	3083	2981	2723	3795	2794	3343
PV4	5209574	2631	3489	2938.3333333333335	858	0	0	False	False	3083	2851	3489	2782	2794	2631
pseudo6_N2E2	Pf6N2E2_4550	2820	3678	3058.0	858	0	0	False	False	3083	2834	2954	3678	2820	2979
Dino	3610371	2723	3795	3119.8333333333335	1072	0	0	False	False	3083	2981	2723	3795	2794	3343
Phaeo	GFF947	2723	3795	3119.8333333333335	1072	0	0	False	False	3083	2981	2723	3795	2794	3343
Smeli	SMc00686	2512	3963	3191.3333333333335	1451	0	0	False	False	3083	3196	3963	2587	3807	2512
azobra	AZOBR_RS21935	2427	3523	2994.3333333333335	1096	0	0	False	False	3083	2622	3523	3517	2794	2427
HerbieS	HSERO_RS01005	2820	3678	3058.0	858	0	0	False	False	3083	2834	2954	3678	2820	2979
azobra	AZOBR_RS18110	2723	3795	3119.8333333333335	1072	0	0	False	False	3083	2981	2723	3795	2794	3343
BFirm	BPHYT_RS27770	2723	3795	3119.8333333333335	1072	0	0	False	False	3083	2981	2723	3795	2794	3343
azobra	AZOBR_RS16900	2820	3678	3058.0	858	0	0	False	False	3083	2834	2954	3678	2820	2979
Marino	GFF2184	2493	4226	3481.6666666666665	1733	0	0	False	False	3083	3457	2493	4164	3467	4226
Btheta	353832	2723	3795	3119.8333333333335	1072	0	0	False	False	3083	2981	2723	3795	2794	3343
BFirm	BPHYT_RS29375	2631	3489	2938.3333333333335	858	0	0	False	False	3083	2851	3489	2782	2794	2631
Dino	3610647	2723	3795	3119.8333333333335	1072	0	0	False	False	3083	2981	2723	3795	2794	3343
Dino	3609677	2824	3792	3114.3333333333335	968	0	0	False	False	3109	2974	2835	3792	2824	3152
Phaeo	GFF884	2519	3617	2950.0	1098	0	0	False	False	3109	2847	3617	2781	2827	2519
pseudo5_N2C3_1	AO356_20795	2435	4365	3379.0	1930	0	0	False	False	3109	3192	4120	3053	4365	2435
azobra	AZOBR_RS16315	2824	3792	3114.3333333333335	968	0	0	False	False	3109	2974	2835	3792	2824	3152
Korea	Ga0059261_0999	2824	3792	3114.3333333333335	968	0	0	False	False	3109	2974	2835	3792	2824	3152
azobra	AZOBR_RS30260	2194	3871	2901.5	1677	0	0	False	False	3114	2712	3871	2691	2827	2194
DdiaME23	DZA65_RS15795	2827	3681	3159.0	854	0	0	False	False	3114	3406	2877	3049	2827	3681
pseudo1_N1B4	Pf1N1B4_4630	2435	4127	3309.6666666666665	1692	0	0	False	False	3114	3193	4120	2869	4127	2435
pseudo1_N1B4	Pf1N1B4_4628	2435	4127	3309.6666666666665	1692	0	0	False	False	3114	3193	4120	2869	4127	2435
pseudo1_N1B4	Pf1N1B4_4629	2435	4127	3309.6666666666665	1692	0	0	False	False	3114	3193	4120	2869	4127	2435
Keio	15944	2453	4855	3296.5	2402	0	0	False	False	3119	2843	3731	2778	4855	2453
Keio	16499	2963	4847	3460.0	1884	0	0	False	False	3119	2967	2963	3789	4847	3075
pseudo6_N2E2	Pf6N2E2_5244	2029	4286	2966.1666666666665	2257	0	0	False	False	3121	3186	4286	2029	2839	2336
Magneto	AMB_RS06805	2313	4174	3034.3333333333335	1861	0	0	False	False	3121	3090	2313	2675	2833	4174
pseudo6_N2E2	Pf6N2E2_4552	2833	3789	3121.0	956	0	0	False	False	3121	2963	2963	3789	2833	3057
acidovorax_3H11	Ac3H11_1742	2839	3605	3164.5	766	0	0	False	False	3121	3392	2996	3034	2839	3605
RalstoniaUW163	UW163_RS03465	2839	3605	3164.5	766	0	0	False	False	3121	3392	2996	3034	2839	3605
RalstoniaBSBF1503	RALBFv3_RS10115	2839	3605	3164.5	766	0	0	False	False	3121	3392	2996	3034	2839	3605
ANA3	7024177	2540	3826	3198.0	1286	0	0	False	False	3127	3027	3821	3826	2847	2540
azobra	AZOBR_RS28830	1870	4377	2886.1666666666665	2507	0	0	False	False	3128	2764	4377	2328	2850	1870
Btheta	350102	2350	3880	2925.0	1530	0	0	False	False	3128	2834	3880	2508	2850	2350
Koxy	BWI76_RS03735	2350	3990	3309.1666666666665	1640	0	0	False	False	3128	2834	3875	3678	3990	2350
SyringaeB728a	Psyr_3012	1963	3914	2972.3333333333335	1951	0	0	False	False	3128	3264	3914	1963	2850	2715
Koxy	BWI76_RS12140	2019	4130	3251.1666666666665	2111	0	0	False	False	3128	2688	4130	3552	3990	2019
WCS417	GFF1998	1870	4377	2837.6666666666665	2507	0	0	False	False	3128	2764	4377	2037	2850	1870
pseudo1_N1B4	Pf1N1B4_4022	3130	4157	3570.5	1027	0	0	False	False	3134	3384	3130	4107	4157	3511
pseudo1_N1B4	Pf1N1B4_4263	2565	4205	3381.3333333333335	1640	0	0	False	False	3135	3262	4042	3079	4205	2565
Korea	Ga0059261_0021	2822	3978	3276.8333333333335	1156	0	0	False	False	3135	3228	2822	3978	2856	3642
Marino	GFF848	2740	3732	3265.8333333333335	992	0	0	False	False	3135	2908	3532	3732	3548	2740
Koxy	BWI76_RS10105	2562	4039	3320.1666666666665	1477	0	0	False	False	3138	3259	4039	2914	4009	2562
SynE	Synpcc7942_0869	2020	4040	3022.3333333333335	2020	0	0	False	False	3138	2602	4040	3476	2858	2020
Korea	Ga0059261_1480	2735	3732	3149.6666666666665	997	0	0	False	False	3138	2904	3532	3732	2857	2735
SyringaeB728a_mexBdelta	Psyr_3961	1387	3648	2751.8333333333335	2261	0	0	False	False	3144	2895	3648	1387	2864	2573
PV4	5208449	2094	4131	2924.0	2037	0	0	False	False	3144	2820	4131	2491	2864	2094
RalstoniaPSI07	RPSI07_RS22475	1387	3648	2751.8333333333335	2261	0	0	False	False	3144	2895	3648	1387	2864	2573
Dyella79	N515DRAFT_1205	2068	3198	2862.6666666666665	1130	0	0	False	False	3141	3024	2886	2068	2859	3198
Dino	3610660	2068	3198	2862.6666666666665	1130	0	0	False	False	3141	3024	2886	2068	2859	3198
PV4	5209468	2699	3378	3090.0	679	0	0	False	False	3141	3371	3378	2699	2864	3087
Kang	B158DRAFT_2177	1387	3648	2751.8333333333335	2261	0	0	False	False	3144	2895	3648	1387	2864	2573
Smeli	SMa1172	2230	4191	3371.0	1961	0	0	False	False	3144	3003	4191	3817	3841	2230
SyringaeB728a_mexBdelta	Psyr_2766	2268	4255	3086.8333333333335	1987	0	0	False	False	3144	3150	2268	2845	2859	4255
Cola	Echvi_2099	2268	4255	3086.8333333333335	1987	0	0	False	False	3144	3150	2268	2845	2859	4255
WCS417	GFF880	2224	4150	3020.0	1926	0	0	False	False	3151	3256	4150	2224	2872	2467
SyringaeB728a	Psyr_4773	2474	3813	2980.1666666666665	1339	0	0	False	False	3155	2886	3813	2675	2878	2474
WCS417	GFF3653	2878	3662	3238.6666666666665	784	0	0	False	False	3152	3436	3056	3248	2878	3662
SyringaeB728a	Psyr_2158	2106	3828	3017.5	1722	0	0	False	False	3155	3319	3828	2106	2878	2819
Ponti	CA264_17715	2474	3813	2980.1666666666665	1339	0	0	False	False	3155	2886	3813	2675	2878	2474
SyringaeB728a	Psyr_4204	2106	3828	3017.5	1722	0	0	False	False	3155	3319	3828	2106	2878	2819
Putida	PP_0277	3014	4607	3620.0	1593	0	0	False	False	3152	3366	3509	4072	4607	3014
RalstoniaGMI1000	RS_RS21525	2877	3511	3151.6666666666665	634	0	0	False	False	3152	3366	3511	2990	2877	3014
SyringaeB728a_mexBdelta	Psyr_4773	2474	3813	2980.1666666666665	1339	0	0	False	False	3155	2886	3813	2675	2878	2474
DdiaME23	DZA65_RS09430	2474	3813	2980.1666666666665	1339	0	0	False	False	3155	2886	3813	2675	2878	2474
RalstoniaUW163	UW163_RS04580	2733	3609	3076.3333333333335	876	0	0	False	False	3155	2733	3343	3609	2873	2745
Koxy	BWI76_RS20660	3052	4142	3577.5	1090	0	0	False	False	3155	3432	3052	4142	4038	3646
Korea	Ga0059261_3454	2873	3949	3241.8333333333335	1076	0	0	False	False	3155	3196	3069	3949	2873	3209
Smeli	SMa5028	2482	3877	3320.3333333333335	1395	0	0	False	False	3155	2881	3809	3718	3877	2482
SynE	Synpcc7942_2287	2873	3949	3241.8333333333335	1076	0	0	False	False	3155	3196	3069	3949	2873	3209
PS	Dsui_1834	2878	3662	3179.1666666666665	784	0	0	False	False	3155	3432	3052	2896	2878	3662
PV4	5209553	2878	3662	3179.1666666666665	784	0	0	False	False	3155	3432	3052	2896	2878	3662
Smeli	SMc03977	2482	3877	3320.3333333333335	1395	0	0	False	False	3155	2881	3809	3718	3877	2482
SynE	Synpcc7942_2345	2733	3609	3076.3333333333335	876	0	0	False	False	3155	2733	3343	3609	2873	2745
Smeli	SM_b20331	2482	3877	3320.3333333333335	1395	0	0	False	False	3155	2881	3809	3718	3877	2482
psRCH2	GFF2729	3014	3719	3322.8333333333335	705	0	0	False	False	3155	3366	3509	3174	3719	3014
BFirm	BPHYT_RS22310	2394	3925	2987.3333333333335	1531	0	0	False	False	3172	2872	3925	2671	2890	2394
MR1	203409	2279	4637	3472.6666666666665	2358	0	0	False	False	3172	3228	4453	3067	4637	2279
MR1	199650	2279	4637	3472.6666666666665	2358	0	0	False	False	3172	3228	4453	3067	4637	2279
BFirm	BPHYT_RS02350	2890	3543	3238.1666666666665	653	0	0	False	False	3172	3427	3171	3226	2890	3543
SyringaeB728a	Psyr_4599	2871	3852	3257.1666666666665	981	0	0	False	False	3176	3474	2871	3276	2894	3852
BFirm	BPHYT_RS22795	2890	3908	3251.6666666666665	1018	0	0	False	False	3176	3135	3511	3908	2890	2890
RalstoniaPSI07	RPSI07_RS00680	2876	3417	3144.5	541	0	0	False	False	3178	3417	3285	2876	2895	3216
RalstoniaBSBF1503	RALBFv3_RS11370	2876	3417	3144.5	541	0	0	False	False	3178	3417	3285	2876	2895	3216
Burk376	H281DRAFT_02969	2200	4357	3150.1666666666665	2157	0	0	False	False	3178	3203	2200	3059	2904	4357
RalstoniaPSI07	RPSI07_RS07685	2876	3417	3144.5	541	0	0	False	False	3178	3417	3285	2876	2895	3216
RalstoniaUW163	UW163_RS24280	2200	4357	3150.1666666666665	2157	0	0	False	False	3178	3203	2200	3059	2904	4357
Pedo557	CA265_RS07635	2548	3924	3045.3333333333335	1376	0	0	False	False	3178	3132	2574	2548	2916	3924
Magneto	AMB_RS19915	2200	4357	3150.1666666666665	2157	0	0	False	False	3178	3203	2200	3059	2904	4357
Burk376	H281DRAFT_05971	1545	3585	2821.0	2040	0	0	False	False	3178	2939	3585	1545	2904	2775
RalstoniaPSI07	RPSI07_RS21940	2876	3417	3144.5	541	0	0	False	False	3178	3417	3285	2876	2895	3216
Magneto	AMB_RS04265	2200	4357	3150.1666666666665	2157	0	0	False	False	3178	3203	2200	3059	2904	4357
Dino	3607661	2292	4060	2992.8333333333335	1768	0	0	False	False	3178	2863	4060	2660	2904	2292
RalstoniaUW163	UW163_RS02215	2876	3417	3144.5	541	0	0	False	False	3178	3417	3285	2876	2895	3216
HerbieS	HSERO_RS12545	2876	3417	3144.5	541	0	0	False	False	3178	3417	3285	2876	2895	3216
Magneto	AMB_RS11610	2262	3573	2966.5	1311	0	0	False	False	3178	3074	2808	2262	2904	3573
SyringaeB728a_mexBdelta	Psyr_1885	2200	4357	3150.1666666666665	2157	0	0	False	False	3178	3203	2200	3059	2904	4357
Magneto	AMB_RS11875	2262	3573	2966.5	1311	0	0	False	False	3178	3074	2808	2262	2904	3573
Magneto	AMB_RS03150	2200	4357	3150.1666666666665	2157	0	0	False	False	3178	3203	2200	3059	2904	4357
SynE	Synpcc7942_0091	2508	3603	3084.1666666666665	1095	0	0	False	False	3178	2721	3603	3600	2895	2508
ANA3	7024563	2876	3417	3144.5	541	0	0	False	False	3178	3417	3285	2876	2895	3216
RalstoniaBSBF1503	RALBFv3_RS22480	2876	3417	3144.5	541	0	0	False	False	3178	3417	3285	2876	2895	3216
Ponti	CA264_11660	2175	3868	3023.3333333333335	1693	0	0	False	False	3178	2577	3868	3438	2904	2175
Smeli	SMc02081	2808	3909	3401.5	1101	0	0	False	False	3178	3074	2808	3867	3909	3573
SB2B	6938131	2896	4244	3260.0	1348	0	0	False	False	3200	3003	3259	2896	4244	2958
DvH	208827	3122	3580	3323.3333333333335	458	0	0	False	False	3201	3411	3419	3207	3580	3122
Btheta	353475	2918	3859	3216.6666666666665	941	0	0	False	False	3201	3059	2920	3859	2918	3343
psRCH2	GFF382	2702	3768	3344.1666666666665	1066	0	0	False	False	3201	2933	3694	3768	3767	2702
Marino	GFF2386	2512	4209	3289.5	1697	0	0	False	False	3201	3300	4209	2935	3580	2512
Caulo	CCNA_00761	2918	3859	3216.6666666666665	941	0	0	False	False	3201	3059	2920	3859	2918	3343
ANA3	7024176	2918	3859	3216.6666666666665	941	0	0	False	False	3201	3059	2920	3859	2918	3343
SynE	Synpcc7942_2269	2918	3859	3216.6666666666665	941	0	0	False	False	3201	3059	2920	3859	2918	3343
Cup4G11	RR42_RS34900	2631	3694	3039.5	1063	0	0	False	False	3213	2936	3694	2845	2918	2631
Ddia6719	HGI48_RS04840	2631	3694	3039.5	1063	0	0	False	False	3213	2936	3694	2845	2918	2631
Dino	3610584	2918	3859	3216.6666666666665	941	0	0	False	False	3201	3059	2920	3859	2918	3343
BFirm	BPHYT_RS23490	2918	3859	3216.6666666666665	941	0	0	False	False	3201	3059	2920	3859	2918	3343
DvH	206823	3122	3580	3323.3333333333335	458	0	0	False	False	3201	3411	3419	3207	3580	3122
BFirm	BPHYT_RS15790	2631	3694	3039.5	1063	0	0	False	False	3213	2936	3694	2845	2918	2631
SynE	Synpcc7942_1712	2918	3859	3216.6666666666665	941	0	0	False	False	3201	3059	2920	3859	2918	3343
psRCH2	GFF3977	2702	3768	3344.1666666666665	1066	0	0	False	False	3201	2933	3694	3768	3767	2702
pseudo3_N2E3	AO353_23815	2097	4209	3041.5	2112	0	0	False	False	3213	3300	4209	2097	2918	2512
PV4	5209542	2784	3704	3163.5	920	0	0	False	False	3213	2851	3495	3704	2934	2784
SyringaeB728a	Psyr_4017	2918	3775	3241.5	857	0	0	False	False	3213	3486	2959	3098	2918	3775
Smeli	SMa0139	2188	4189	3344.6666666666665	2001	0	0	False	False	3213	2851	4189	3704	3923	2188
Dda3937	DDA3937_RS12480	2936	3681	3249.1666666666665	745	0	0	False	False	3222	3474	3088	3094	2936	3681
RalstoniaGMI1000	RS_RS17845	2712	3909	3114.5	1197	0	0	False	False	3222	3100	3909	2808	2936	2712
Btheta	350103	2519	3845	3048.3333333333335	1326	0	0	False	False	3220	2929	3845	2841	2936	2519
DdiaME23	DZA65_RS07645	2936	3681	3249.1666666666665	745	0	0	False	False	3222	3474	3088	3094	2936	3681
Btheta	353237	2935	3856	3213.3333333333335	921	0	0	False	False	3220	3053	3064	3856	2935	3152
BFirm	BPHYT_RS32305	2137	4472	3343.5	2335	0	0	False	False	3225	3274	2137	4011	2942	4472
Btheta	353233	2137	4472	3343.5	2335	0	0	False	False	3225	3274	2137	4011	2942	4472
RalstoniaUW163	UW163_RS19885	2942	3605	3255.1666666666665	663	0	0	False	False	3228	3461	3209	3086	2942	3605
SyringaeB728a_mexBdelta	Psyr_1863	1969	3225	2902.6666666666665	1256	0	0	False	False	3225	3042	3181	1969	2942	3057
Smeli	SMc02392	2336	4552	3563.1666666666665	2216	0	0	False	False	3228	3293	4552	4010	3960	2336
Keio	15943	2453	4984	3395.3333333333335	2531	0	0	False	False	3228	2923	3946	2838	4984	2453
pseudo6_N2E2	Pf6N2E2_899	2540	4034	3286.3333333333335	1494	0	0	False	False	3228	3093	4034	3881	2942	2540
Dyella79	N515DRAFT_3490	2406	3728	3027.1666666666665	1322	0	0	False	False	3228	3119	2740	2406	2942	3728
HerbieS	HSERO_RS01410	2540	4034	3286.3333333333335	1494	0	0	False	False	3228	3093	4034	3881	2942	2540
Miya	8499487	2406	3728	3027.1666666666665	1322	0	0	False	False	3228	3119	2740	2406	2942	3728
Dino	3608335	2540	4034	3286.3333333333335	1494	0	0	False	False	3228	3093	4034	3881	2942	2540
Burk376	H281DRAFT_04118	1709	3507	2879.0	1798	0	0	False	False	3240	3010	3507	1709	2958	2850
pseudo5_N2C3_1	AO356_23670	3209	4522	3550.6666666666665	1313	0	0	False	False	3228	3468	3209	3272	4522	3605
Cola	Echvi_0020	2329	3228	2937.5	899	0	0	False	False	3228	2972	2967	2329	2958	3171
Magneto	AMB_RS02055	2485	4174	3121.0	1689	0	0	False	False	3228	3178	2485	2719	2942	4174
DvH	11399208	2313	4243	3396.8333333333335	1930	0	0	False	False	3228	3093	2313	3881	3623	4243
Cola	Echvi_3058	2584	3844	3074.5	1260	0	0	False	False	3240	3048	2584	2773	2958	3844
Cup4G11	RR42_RS08055	2198	3971	3101.3333333333335	1773	0	0	False	False	3240	2696	3971	3561	2942	2198
Ponti	CA264_20960	2198	3971	3101.3333333333335	1773	0	0	False	False	3240	2696	3971	3561	2942	2198
Cup4G11	RR42_RS05815	2961	3530	3268.5	569	0	0	False	False	3244	3457	3340	3079	2961	3530
HerbieS	HSERO_RS06050	2798	3795	3233.1666666666665	997	0	0	False	False	3244	2981	3620	3795	2961	2798
SynE	Synpcc7942_0870	2079	4125	3108.3333333333335	2046	0	0	False	False	3244	2683	4125	3555	2964	2079
psRCH2	GFF4313	3084	3983	3452.6666666666665	899	0	0	False	False	3247	3236	3359	3983	3807	3084
pseudo3_N2E3	AO353_06740	1994	4125	3063.6666666666665	2131	0	0	False	False	3247	3337	4125	1994	2964	2715
pseudo1_N1B4	Pf1N1B4_5810	3247	4289	3667.5	1042	0	0	False	False	3247	3457	3337	4164	4289	3511
RalstoniaUW163	UW163_RS05230	2210	4275	3025.3333333333335	2065	0	0	False	False	3250	2904	4275	2541	2972	2210
pseudo1_N1B4	Pf1N1B4_5878	2565	4365	3491.5	1800	0	0	False	False	3251	3336	4290	3142	4365	2565
pseudo1_N1B4	Pf1N1B4_5876	3180	4357	3646.1666666666665	1177	0	0	False	False	3251	3455	3472	4162	4357	3180
RalstoniaGMI1000	RS_RS21800	2972	3852	3324.3333333333335	880	0	0	False	False	3251	3530	3013	3328	2972	3852
Phaeo	GFF765	2972	3852	3324.3333333333335	880	0	0	False	False	3251	3530	3013	3328	2972	3852
BFirm	BPHYT_RS09940	2972	3852	3324.3333333333335	880	0	0	False	False	3251	3530	3013	3328	2972	3852
Dino	3606746	2972	3852	3324.3333333333335	880	0	0	False	False	3251	3530	3013	3328	2972	3852
BFirm	BPHYT_RS24455	2972	3852	3324.3333333333335	880	0	0	False	False	3251	3530	3013	3328	2972	3852
Keio	7497347	2448	5013	3872.6666666666665	2565	0	0	False	False	3258	3637	2448	4299	5013	4581
Keio	3446181	2448	5013	3872.6666666666665	2565	0	0	False	False	3258	3637	2448	4299	5013	4581
Koxy	BWI76_RS20305	3128	4155	3493.8333333333335	1027	0	0	False	False	3260	3529	3134	3128	4155	3757
Cola	Echvi_2528	1431	3884	2849.3333333333335	2453	0	0	False	False	3260	2963	3884	1431	2985	2573
Burk376	H281DRAFT_02697	2580	3924	3099.3333333333335	1344	0	0	False	False	3260	3180	2667	2580	2985	3924
SyringaeB728a_mexBdelta	Psyr_0037	1431	3884	2849.3333333333335	2453	0	0	False	False	3260	2963	3884	1431	2985	2573
azobra	AZOBR_RS09780	2675	3260	3054.3333333333335	585	0	0	False	False	3260	3093	3116	2675	2984	3198
Btheta	353894	2985	4153	3425.5	1168	0	0	False	False	3260	3445	3597	4153	2985	3113
Dda3937	DDA3937_RS22290	2580	3924	3099.3333333333335	1344	0	0	False	False	3260	3180	2667	2580	2985	3924
azobra	AZOBR_RS09510	1431	3884	2849.3333333333335	2453	0	0	False	False	3260	2963	3884	1431	2985	2573
pseudo13_GW456_L13	PfGW456L13_4689	2448	4552	3578.5	2104	0	0	False	False	3260	3639	2448	3439	4133	4552
SyringaeB728a_mexBdelta	Psyr_4095	1829	3416	2915.5	1587	0	0	False	False	3260	3045	3416	1829	2985	2958
azobra	AZOBR_RS17610	2487	3539	3031.1666666666665	1052	0	0	False	False	3260	3027	2889	2487	2985	3539
psRCH2	GFF3963	2381	4592	3342.0	2211	0	0	False	False	3271	3319	4592	2660	3829	2381
SyringaeB728a_mexBdelta	Psyr_3218	2172	4043	3113.6666666666665	1871	0	0	False	False	3271	3384	4043	2172	2993	2819
SyringaeB728a	Psyr_3218	2172	4043	3113.6666666666665	1871	0	0	False	False	3271	3384	4043	2172	2993	2819
Koxy	BWI76_RS10085	3256	4216	3675.1666666666665	960	0	0	False	False	3274	3502	3256	4216	4157	3646
SynE	Synpcc7942_1386	2745	3666	3176.6666666666665	921	0	0	False	False	3274	2806	3576	3666	2993	2745
BFirm	BPHYT_RS05760	2951	3970	3351.6666666666665	1019	0	0	False	False	3274	3557	2951	3355	3003	3970
Methanococcus_JJ	MMJJ_RS02480	2987	4063	3400.6666666666665	1076	0	0	False	False	3274	3337	2987	4063	2993	3750
RalstoniaGMI1000	RS_RS19905	2729	3708	3192.8333333333335	979	0	0	False	False	3274	3432	3708	2729	3000	3014
SynE	Synpcc7942_2112	2745	3666	3176.6666666666665	921	0	0	False	False	3274	2806	3576	3666	2993	2745
Smeli	SMc02715	2482	4029	3420.0	1547	0	0	False	False	3274	2960	4029	3785	3990	2482
WCS417	GFF3958	2436	4055	3162.1666666666665	1619	0	0	False	False	3274	3389	4055	2436	3000	2819
azobra	AZOBR_RS21630	2394	4137	3258.6666666666665	1743	0	0	False	False	3282	2951	4137	3780	3008	2394
SynE	Synpcc7942_2017	2394	4137	3258.6666666666665	1743	0	0	False	False	3282	2951	4137	3780	3008	2394
ANA3	7026382	2946	3543	3277.1666666666665	597	0	0	False	False	3282	3500	3387	2946	3005	3543
WCS417	GFF3904	2166	4153	3126.6666666666665	1987	0	0	False	False	3282	3383	4153	2166	3008	2768
RalstoniaGMI1000	RS_RS08175	2946	3543	3277.1666666666665	597	0	0	False	False	3282	3500	3387	2946	3005	3543
RalstoniaPSI07	RPSI07_RS04335	2890	3978	3351.0	1088	0	0	False	False	3287	3235	3708	3978	3008	2890
SynE	Synpcc7942_2609	2735	3837	3282.6666666666665	1102	0	0	False	False	3287	3011	3837	3818	3008	2735
